Name,Region,Longitude,Latitude,Water depth (m),Annual mean SST (°C)a,Annual mean temperature 0-200 m (°C)a,fGDGT-0,fGDGT-1,fGDGT-2,fGDGT-3,fcren,fcren',fOH-GDGT-0,fOH-GDGT-1,fOH-GDGT-2,GDGT-0,GDGT-1,GDGT-2,GDGT-3,cren,cren',OH-GDGT-0,OH-GDGT-1,OH-GDGT-2,BITd,TEX86,RI-OH,RI-OH',OHC,%OH,TEX86OH,Lab,Methodse,MS infof,Reference paper,Reference paper for non-hydroxylated isoGDGTs
46,Pakistan Margin,65.7,24.55,1657,26.6,22.2,0.14,0.05,0.06,0.02,0.68,0.05,0.26,0.24,0.51,8585747,2989937,3721955,903055,40304759,3074098,9682,8992,19255,0.01,0.72,1.68,1.25,0.72,0.06,0.72,NIOZ,2,1,This study,
53,Pakistan Margin,65.92,24.81,825,26.6,22.2,0.12,0.05,0.06,0.02,0.71,0.05,0.12,0.25,0.63,4381829,1703242,2210367,600692,25956841,1760819,35333,71696,183408,0.01,0.73,1.72,1.51,0.69,0.79,0.72,NIOZ,2,1,This study,
54,Pakistan Margin,65.47,24.53,2462,26.6,22.2,0.15,0.05,0.06,0.02,0.68,0.05,0.24,0.25,0.52,5116341,1683713,2172901,553149,23655186,1773412,80923,83589,174813,0.01,0.73,1.68,1.28,0.68,0.96,0.72,NIOZ,2,1,This study,
58,Pakistan Margin,65.82,24.78,876,26.6,22.2,0.11,0.04,0.05,0.02,0.72,0.05,0.17,0.23,0.59,2890848,1091488,1372770,403290,18319377,1268541,3973,5370,13592,0.01,0.74,1.72,1.42,0.73,0.09,0.74,NIOZ,2,1,This study,
66,Pakistan Margin,66.16,24.64,120,26.2,,0.14,0.05,0.06,0.02,0.69,0.03,0.12,0.22,0.66,2537483,940131,997353,327384,12230481,612790,4888,8668,26195,0.02,0.67,1.75,1.54,0.66,0.22,0.67,NIOZ,2,1,This study,
69,Pakistan Margin,66.07,24.89,134,26.2,,0.15,0.05,0.05,0.02,0.7,0.03,,,,1384500,495621,506401,179140,6640656,296315,,,,0.02,0.66,,,,,0.66,NIOZ,2,1,This study,
72,Pakistan Margin,65.76,24.65,1403,26.6,22.2,0.13,0.05,0.06,0.02,0.7,0.05,0.19,0.25,0.57,2136346,765760,955642,272798,11816945,832564,3255,4364,9963,0.01,0.73,1.7,1.38,0.72,0.1,0.73,NIOZ,2,1,This study,
76,Pakistan Margin,65.69,24.68,1168,26.6,22.2,0.12,0.04,0.05,0.01,0.72,0.05,0.14,0.26,0.6,3582474,1280506,1582322,445049,21433037,1447027,32002,59885,138412,0.01,0.73,1.7,1.46,0.69,0.77,0.73,NIOZ,2,1,This study,
87,Pakistan Margin,64.22,23.59,1782,27.1,22.4,0.18,0.04,0.06,0.01,0.65,0.05,0.35,0.26,0.4,948419,232446,293792,68753,3360210,271775,18720,13808,21530,0.03,0.73,1.61,1.05,0.67,1.03,0.72,NIOZ,2,1,This study,
95,Pakistan Margin,65.65,22.49,2111,27.2,22.5,0.17,0.04,0.06,0.01,0.66,0.06,,,,1327956,338479,432258,105515,5185205,451183,,,,0.02,0.75,,,,,0.75,NIOZ,2,1,This study,
97,Pakistan Margin,66.47,23.17,485,26.8,20.1,0.09,0.04,0.06,0.02,0.73,0.06,,,,355973,150940,207422,62682,2739458,231049,,,,0.01,0.77,,,,,0.77,NIOZ,2,1,This study,
99,Pakistan Margin,66.35,22.93,1506,27.1,22.5,0.12,0.04,0.06,0.02,0.7,0.06,0.25,0.24,0.51,4399243,1542130,2138575,559049,25808255,2265446,5532,5409,11344,0.01,0.76,1.68,1.26,0.76,0.06,0.76,NIOZ,2,1,This study,
107,Pakistan Margin,66.51,23.06,992,26.8,20.1,0.1,0.04,0.06,0.02,0.73,0.06,,,,683388,280867,385777,110976,4949442,409343,,,,0.01,0.76,,,,,0.76,NIOZ,2,1,This study,
112,Pakistan Margin,66.5,23.12,572,26.8,20.1,0.1,0.04,0.05,0.02,0.74,0.06,,,,549005,223330,308036,96242,4228918,338091,,,,0.01,0.77,,,,,0.77,NIOZ,2,1,This study,
113,Pakistan Margin,66.61,23.19,287,26.8,20.1,0.11,0.05,0.06,0.02,0.72,0.05,,,,777338,308242,396353,124491,4906866,330544,,,,0.02,0.73,,,,,0.73,NIOZ,2,1,This study,
115,Pakistan Margin,66.19,22.73,1796,27.1,22.5,0.14,0.04,0.06,0.01,0.68,0.06,0.36,0.2,0.45,2971202,912980,1241642,308030,14334608,1266007,5914,3278,7452,0.02,0.76,1.69,1.09,0.75,0.08,0.75,NIOZ,2,1,This study,
120,Pakistan Margin,66.89,23.47,96,26.8,20.1,0.14,0.05,0.05,0.02,0.71,0.03,0.12,0.23,0.65,2107410,808637,836400,305035,11068214,426071,21216,39684,115269,0.02,0.66,1.74,1.53,0.61,1.12,0.65,NIOZ,2,1,This study,
124,Pakistan Margin,66.71,23.28,136,26.8,20.1,0.13,0.05,0.06,0.02,0.71,0.04,0.12,0.22,0.66,2981435,1144394,1302028,411370,15985783,814103,24653,45921,137257,0.02,0.69,1.75,1.54,0.65,0.91,0.68,NIOZ,2,1,This study,
129,Pakistan Margin,66.67,23.24,185,26.8,20.1,0.14,0.05,0.06,0.02,0.7,0.04,0.13,0.25,0.62,7284318,2602442,2943932,974689,36620475,2109300,10025,18437,45984,0.02,0.7,1.71,1.48,0.69,0.14,0.7,NIOZ,2,1,This study,
135,Pakistan Margin,66.49,23.18,402,26.8,20.1,0.11,0.04,0.05,0.02,0.73,0.05,,,,2545916,1001168,1280398,399694,17223813,1305246,,,,0.01,0.75,,,,,0.75,NIOZ,2,1,This study,
142,Pakistan Margin,65.83,24.78,865,26.6,22.2,0.11,0.04,0.06,0.02,0.71,0.06,,,,1026458,409248,563977,154522,6490041,558335,,,,0.01,0.76,,,,,0.76,NIOZ,2,1,This study,
143,Pakistan Margin,65.74,24.75,1281,26.6,22.2,0.12,0.05,0.06,0.02,0.71,0.05,,,,589053,217626,274852,79436,3353233,237056,,,,0.01,0.73,,,,,0.73,NIOZ,2,1,This study,
144,Pakistan Margin,65.59,24.61,1943,26.6,22.2,0.14,0.05,0.06,0.02,0.68,0.05,,,,139739,52183,63277,17749,704009,53466,,,,0.01,0.72,,,,,0.72,NIOZ,2,1,This study,
153,Pakistan Margin,65.91,24.83,832,26.6,22.2,0.13,0.05,0.06,0.02,0.7,0.05,,,,244312,95681,105932,34968,1339516,88205,,,,0.01,0.71,,,,,0.71,NIOZ,2,1,This study,
155,Pakistan Margin,65.23,25.04,671,26.6,22.2,0.12,0.05,0.06,0.02,0.7,0.05,0.11,0.23,0.66,5479851,2181071,2970205,797271,32617111,2352984,37591,78034,223495,0.01,0.74,1.74,1.55,0.7,0.73,0.73,NIOZ,2,1,This study,
158,Pakistan Margin,66.15,24.93,97,26.2,,0.16,0.05,0.05,0.02,0.69,0.03,0.12,0.23,0.65,4619507,1618808,1554801,544276,20444367,780078,41468,76198,215063,0.02,0.64,1.74,1.52,0.59,1.11,0.63,NIOZ,2,1,This study,
163,Pakistan Margin,66.64,23.22,239,26.8,20.1,0.14,0.05,0.06,0.02,0.68,0.05,0.13,0.23,0.64,7679022,2814712,3315942,1020299,36659270,2478113,62709,111313,313606,0.03,0.71,1.74,1.51,0.67,0.9,0.7,NIOZ,2,1,This study,
164,Pakistan Margin,67.06,22.79,643,26.7,22.3,0.1,0.04,0.06,0.02,0.72,0.06,,,,2145278,906309,1234017,381874,15323580,1324707,,,,0.01,0.76,,,,,0.76,NIOZ,2,1,This study,
168,Pakistan Margin,66.82,22.64,1283,27.1,22.5,0.1,0.04,0.06,0.01,0.72,0.06,0.17,0.22,0.61,4224368,1607104,2271066,604731,29481247,2645832,31349,42253,116053,0.01,0.77,1.73,1.45,0.75,0.46,0.77,NIOZ,2,1,This study,
173,Pakistan Margin,66.88,23.04,1192,26.8,20.1,0.12,0.05,0.06,0.02,0.7,0.05,0.16,0.23,0.61,2489211,950879,1131938,320554,14097976,1055460,24087,35261,91272,0.03,0.73,1.72,1.45,0.69,0.75,0.72,NIOZ,2,1,This study,
183,Pakistan Margin,66.71,22.66,1534,27.1,22.5,0.14,0.05,0.06,0.01,0.68,0.06,0.26,0.23,0.52,7255464,2374988,3075188,746428,35209292,3131817,88621,78376,178757,0.01,0.75,1.7,1.26,0.71,0.66,0.74,NIOZ,2,1,This study,
1,Pakistan Margin,65.61,25.41,,26.6,22.2,0.22,0.06,0.05,0.02,0.63,0.02,,,,149096,40207,30840,11376,420703,12928,,,,0.32,0.58,,,,,0.58,NIOZ,2,1,This study,
2,Pakistan Margin,66,25.23,,26.2,,0.19,0.05,0.03,0.02,0.7,0.01,0.16,0.25,0.59,2110124,584312,376236,168073,7798849,123266,3122,4878,11367,0.06,0.53,1.7,1.43,0.52,0.17,0.53,NIOZ,2,1,This study,
3,Pakistan Margin,66,25.1,,26.2,,0.17,0.05,0.04,0.02,0.7,0.02,0.17,0.28,0.55,1889013,589402,467734,188181,7607470,202855,3796,6277,12313,0.03,0.59,1.66,1.38,0.58,0.2,0.59,NIOZ,2,1,This study,
8,Pakistan Margin,66,24.17,,26.2,,0.14,0.05,0.06,0.02,0.69,0.03,0.13,0.22,0.65,7419210,2784885,2845837,1042233,35398064,1765552,76420,126681,377111,0.02,0.67,1.75,1.52,0.62,1.12,0.66,NIOZ,2,1,This study,
12,Pakistan Margin,66.68,24.76,,26.2,,0.17,0.06,0.04,0.02,0.7,0.01,,,,220299,74767,57551,25407,935672,18878,,,,0.07,0.58,,,,,0.58,NIOZ,2,1,This study,
16,Pakistan Margin,67,24.57,,26.2,,0.19,0.06,0.05,0.02,0.66,0.01,,,,93347,30287,23833,9155,323384,7180,,,,0.16,0.57,,,,,0.57,NIOZ,2,1,This study,
20,Pakistan Margin,67.02,24.21,,26.2,,0.18,0.05,0.04,0.02,0.69,0.01,0.14,0.24,0.63,636157,194642,153064,57496,2453761,45124,7712,13065,34816,0.22,0.57,1.73,1.49,0.49,1.55,0.56,NIOZ,2,1,This study,
28,Pakistan Margin,66.92,23.26,,26.8,20.1,0.14,0.05,0.05,0.02,0.7,0.03,0.19,0.21,0.6,3383720,1267838,1286156,477945,16658947,734759,5982,6674,19161,0.04,0.66,1.74,1.41,0.66,0.13,0.66,NIOZ,2,1,This study,
29,Pakistan Margin,66.9,22.92,,27.1,22.5,0.12,0.04,0.05,0.02,0.71,0.05,0.14,0.23,0.63,5794393,2172209,2607548,859915,34753864,2569148,64631,101157,282518,0.02,0.74,1.74,1.49,0.69,0.91,0.73,NIOZ,2,1,This study,
30,Pakistan Margin,67.01,22.92,,26.7,22.3,0.13,0.05,0.06,0.02,0.69,0.04,,,,179826,69211,77357,28070,936869,59851,,,,0.04,0.7,,,,,0.7,NIOZ,2,1,This study,
33,Pakistan Margin,67.63,23.23,,26.2,,0.22,0.06,0.04,0.01,0.66,0.01,,,,659395,186532,124658,45220,2014438,35444,,,,0.11,0.52,,,,,0.52,NIOZ,2,1,This study,
MC1,Pakistan Margin,65.77,24.75,1256,26.6,22.2,0.12,0.05,0.05,0.02,0.71,0.05,0.15,0.26,0.58,4180899,1523055,1830379,537636,24050804,1658451,11366,19214,42846,0.01,0.73,1.69,1.43,0.71,0.22,0.72,NIOZ,2,1,This study,
MC2,Pakistan Margin,66.08,24.63,196,26.2,,0.14,0.05,0.06,0.02,0.69,0.03,0.13,0.26,0.62,7664502,2826374,3065210,1067945,37391204,1853681,6342,12894,30781,0.02,0.68,1.7,1.49,0.67,0.09,0.68,NIOZ,2,1,This study,
MC3,Pakistan Margin,66.08,24.63,247,26.2,,0.12,0.05,0.06,0.02,0.71,0.04,,,,727423,290707,356661,114459,4196461,253587,,,,0.01,0.71,,,,,0.71,NIOZ,2,1,This study,
MC4,Pakistan Margin,66.07,24.64,285,26.2,,0.12,0.05,0.06,0.02,0.7,0.05,0.11,0.23,0.65,6291999,2493379,3123054,960017,35672786,2349445,17253,36252,100858,0.01,0.72,1.74,1.54,0.71,0.3,0.72,NIOZ,2,1,This study,
MC5,Pakistan Margin,66.05,24.64,386,26.2,,0.12,0.06,0.06,0.02,0.7,0.05,,,,25858,11789,12071,4631,148968,10558,,,,0,0.7,,,,,0.7,NIOZ,2,1,This study,
MC6,Pakistan Margin,66.02,24.65,543,26.2,,0.11,0.04,0.05,0.02,0.73,0.04,0.15,0.27,0.59,1776160,678297,851507,264374,11387317,695497,4487,7998,17656,0.01,0.73,1.69,1.44,0.72,0.19,0.73,NIOZ,2,1,This study,
1C,Berau delta,117.68,2.18,2,28.7,23.4,0.59,0.08,0.09,0.02,0.21,0.01,,,,343501,43826,51504,10736,124553,8130,,,,0.93,0.62,,,,,0.62,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
2A,Berau delta,117.91,2.15,4,28.7,23.4,0.19,0.06,0.07,0.03,0.65,0.01,,,,238099,69469,81940,35257,792788,11337,,,,0.63,0.65,,,,,0.65,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
2B,Berau delta,117.86,2.2,2,28.7,23.4,0.21,0.06,0.08,0.03,0.61,0.01,0.09,0.12,0.79,1151708,306661,419434,163776,3289803,44584,4818,6538,43213,0.52,0.67,1.87,1.7,0.63,1,0.67,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
3A,Berau delta,117.9,2.08,4,28.7,23.4,0.22,0.06,0.07,0.03,0.61,0.01,,,,527540,134461,158063,67583,1440889,21575,,,,0.66,0.65,,,,,0.65,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
4B,Berau delta,118.04,2.2,5,28.7,23.4,0.14,0.05,0.06,0.03,0.7,0.01,,,,68642,25611,30605,13973,333560,7021,,,,0.39,0.67,,,,,0.67,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
8A,Berau delta,117.97,2.17,1,28.7,23.4,0.17,0.05,0.06,0.03,0.67,0.01,0.08,0.12,0.8,893263,284669,305467,151689,3504382,53571,4837,6948,48538,0.57,0.64,1.87,1.72,0.59,1.15,0.64,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
8B,Berau delta,117.81,2.12,5,28.7,23.4,0.32,0.09,0.08,0.03,0.47,0.01,,,,487145,138333,122544,46788,724327,20100,,,,0.77,0.58,,,,,0.58,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
10A,Berau delta,118.05,2.1,13,28.7,23.4,0.16,0.05,0.05,0.02,0.7,0.01,0.09,0.14,0.77,703445,231601,220145,96489,3018277,47352,4311,6600,37520,0.47,0.61,1.85,1.69,0.56,1.11,0.61,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
11A,Berau delta,118.03,2.03,4,28.7,23.4,0.2,0.06,0.06,0.02,0.65,0.01,,,,286561,82243,91187,35185,924976,12638,,,,0.6,0.63,,,,,0.63,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
11B,Berau delta,118.13,1.97,30,28.7,23.4,0.12,0.05,0.04,0.02,0.75,0.01,0.08,0.16,0.76,817832,336471,261996,121360,4975449,87877,6094,12357,57782,0.19,0.58,1.82,1.68,0.53,1.14,0.58,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
12A,Berau delta,118.04,1.94,20,28.7,23.4,0.15,0.05,0.05,0.02,0.73,0.01,0.08,0.15,0.77,843523,306668,269287,115650,4207906,51495,5606,9991,51585,0.35,0.59,1.84,1.68,0.53,1.15,0.58,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
12B,Berau delta,118.12,1.84,25,28.7,23.4,0.12,0.05,0.04,0.02,0.75,0.01,0.07,0.18,0.75,1009463,408722,338924,144404,6157060,100720,7857,19213,81168,0.16,0.59,1.81,1.68,0.52,1.31,0.58,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
13B,Berau delta,118,1.89,4,28.7,23.4,0.16,0.06,0.06,0.02,0.68,0.01,0.08,0.14,0.78,561985,218612,220408,85044,2325879,25386,3037,5158,29546,0.33,0.6,1.85,1.7,0.56,1.09,0.6,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
15B,Berau delta,117.84,2.02,6,28.7,23.4,0.15,0.05,0.06,0.03,0.71,0.01,0.08,0.11,0.81,952461,339918,368141,166991,4492613,49244,5353,7181,54410,0.45,0.63,1.88,1.73,0.58,1.04,0.63,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
18A,Berau delta,118.05,1.94,7,28.7,23.4,0.15,0.06,0.05,0.02,0.71,0.01,0.09,0.14,0.77,6076547,2313885,2062449,885990,29280831,408421,45986,72449,387216,0.38,0.59,1.84,1.67,0.54,1.22,0.59,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
20A,Berau delta,118.17,1.97,35,28.7,23.4,0.12,0.06,0.05,0.02,0.72,0.02,0.09,0.18,0.74,14424782,7024739,5953704,2829517,83906491,2731743,134352,271245,1131674,0.07,0.62,1.81,1.65,0.57,1.3,0.62,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
21A,Berau delta,118.22,1.98,50,28.7,23.4,0.12,0.06,0.05,0.02,0.72,0.02,0.1,0.17,0.73,9801416,4901992,4313955,2034502,60612214,1948907,89876,159262,686100,0.05,0.63,1.81,1.64,0.58,1.11,0.62,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
21B,Berau delta,118.22,1.98,50,28.7,23.4,0.12,0.06,0.05,0.02,0.73,0.02,0.1,0.18,0.73,8914938,4404382,3854588,1843728,55706910,1767000,84742,153607,631927,0.05,0.63,1.8,1.63,0.58,1.12,0.62,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
22A,Berau delta,118.27,2,47,28.7,23.4,0.11,0.06,0.06,0.03,0.72,0.03,0.09,0.17,0.74,8802427,4638301,4473682,2212129,57817189,2060251,83670,157556,675429,0.04,0.65,1.81,1.65,0.61,1.13,0.65,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
23B,Berau delta,118.31,2.01,67,28.7,23.4,0.1,0.06,0.05,0.03,0.73,0.03,0.09,0.17,0.74,5009088,2700688,2681696,1496092,35698159,1304896,50652,90502,399401,0.04,0.67,1.82,1.65,0.62,1.09,0.67,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
23C,Berau delta,118.32,2.01,67,28.7,23.4,0.1,0.06,0.06,0.03,0.73,0.03,0.09,0.16,0.75,4861303,2640642,2662910,1538108,34928182,1331310,51815,94987,431678,0.03,0.68,1.82,1.66,0.63,1.19,0.67,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
24A,Berau delta,118.38,2.03,67,28.7,23.4,0.09,0.05,0.06,0.04,0.72,0.03,,,,203258,117007,119211,87788,1559068,65187,,,,0.04,0.7,,,,,0.7,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
25B,Berau delta,118.44,2.05,38,28.7,23.4,0.1,0.05,0.06,0.03,0.72,0.03,0.1,0.16,0.73,418159,226014,258475,136381,3032907,131429,4887,7798,34872,0.04,0.7,1.82,1.63,0.65,1.12,0.7,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
26B,Berau delta,118.49,2.07,195,28.7,23.4,0.16,0.07,0.08,0.02,0.63,0.04,0.18,0.23,0.59,308835,124289,145264,45657,1208058,71177,3930,5051,12901,0.05,0.68,1.72,1.41,0.63,1.14,0.67,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
27A,Berau delta,118.47,2.06,91,28.7,23.4,0.11,0.06,0.06,0.04,0.7,0.04,0.12,0.16,0.72,326810,179652,190399,108352,2144762,108083,3792,4932,22265,0.04,0.69,1.82,1.6,0.65,1,0.69,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
28A,Berau delta,118.45,2.05,58,28.7,23.4,0.1,0.06,0.06,0.03,0.72,0.03,0.1,0.16,0.74,443876,245594,272012,152695,3156555,135874,4930,7935,36464,0.03,0.7,1.82,1.64,0.65,1.11,0.69,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
29C,Berau delta,118.45,2.05,50,28.7,23.4,0.1,0.06,0.06,0.03,0.71,0.03,0.13,0.16,0.71,295174,165170,187360,100067,2065732,91150,4303,5400,24125,0.03,0.7,1.82,1.59,0.65,1.15,0.69,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
32A,Berau delta,118.2,1.63,6,28.7,23.4,0.13,0.06,0.04,0.02,0.73,0.02,0.09,0.17,0.74,11628853,4980164,3939648,1635116,65224019,1375397,106860,201293,869746,0.09,0.58,1.81,1.65,0.52,1.31,0.58,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
33A,Berau delta,118.23,1.66,26,28.7,23.4,0.13,0.06,0.05,0.02,0.73,0.02,0.09,0.17,0.75,10978464,4903592,3902878,1864395,63179183,1878339,107270,208872,939677,0.05,0.61,1.82,1.66,0.55,1.43,0.6,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
34A,Berau delta,118.26,1.68,29,28.7,23.4,0.12,0.06,0.05,0.02,0.72,0.02,0.08,0.16,0.76,12598090,6109901,4999479,2357004,73411880,2263765,116164,221513,1065179,0.04,0.61,1.83,1.68,0.55,1.36,0.61,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
36B,Berau delta,118.35,1.73,52,28.7,23.4,0.11,0.06,0.05,0.03,0.74,0.02,0.09,0.16,0.75,5393689,2769447,2418967,1294870,36737740,1202728,52657,93450,443731,0.03,0.64,1.83,1.66,0.59,1.17,0.64,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
37C,Berau delta,118.37,1.75,51,28.7,23.4,0.11,0.06,0.05,0.03,0.73,0.02,0.09,0.16,0.76,3609584,1829105,1682450,866455,24064825,804339,35050,61877,299249,0.03,0.65,1.83,1.67,0.59,1.19,0.64,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
38A,Berau delta,118.4,1.77,56,28.7,23.4,0.11,0.06,0.05,0.03,0.73,0.03,0.09,0.16,0.75,5369770,2767655,2468634,1347203,35581126,1270310,54042,94412,445644,0.03,0.65,1.83,1.66,0.6,1.2,0.64,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
39B,Berau delta,118.43,1.79,45,28.7,23.4,0.11,0.05,0.05,0.03,0.74,0.03,0.09,0.16,0.75,3058172,1568013,1444368,773700,21356962,781916,33520,55565,266094,0.03,0.66,1.83,1.65,0.6,1.21,0.65,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
40A,Berau delta,118.46,1.81,55,28.7,23.4,0.11,0.06,0.05,0.03,0.73,0.03,0.09,0.15,0.76,3172030,1623431,1512897,844109,21142098,765614,32371,56433,281369,0.04,0.66,1.83,1.67,0.6,1.26,0.65,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
41A,Berau delta,118.49,1.83,58,28.7,23.4,0.11,0.06,0.05,0.03,0.73,0.03,0.09,0.15,0.75,2767173,1405339,1276177,722960,18402225,670674,28207,47180,231755,0.05,0.66,1.83,1.66,0.6,1.2,0.65,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
42A,Berau delta,118.52,1.85,53,28.7,23.4,0.1,0.05,0.05,0.03,0.73,0.03,,,,64050,33275,34787,19318,462828,20245,,,,0.06,0.69,,,,,0.69,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
43C,Berau delta,118.54,1.86,71,28.7,23.4,0.12,0.06,0.06,0.03,0.7,0.03,0.11,0.18,0.72,1424555,677270,726294,340317,8212020,338336,14813,24223,99242,0.07,0.67,1.8,1.61,0.63,1.17,0.67,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
44A,Berau delta,118.55,1.87,109,28.7,23.4,0.13,0.06,0.06,0.03,0.69,0.03,0.12,0.2,0.67,548802,244379,244245,120116,2849660,131071,6320,10186,34208,0.14,0.67,1.77,1.55,0.62,1.21,0.66,NIOZ,2,1,This study,"Sinninghe Damsté et al., 2016"
55-14-2,Okhotsk Sea,153.68,56.07,,3.3,0.8,0.53,0.02,0,0,0.45,0,0.92,0.07,0.01,52283365,1666686,462130,179961,44394734,289797,4743436,360745,56330,0.03,0.36,1.14,0.09,-0.49,4.94,0.13,NIOZ,2,1,This study,"Lo et al., 2018"
55-17-2,Okhotsk Sea,146.84,56.31,,5,-0.1,0.54,0.02,0,0,0.44,0,0.93,0.06,0.01,20448886,574832,165459,89254,16537901,75734,2257570,137317,23688,0.03,0.37,1.15,0.08,-0.58,6,0.1,NIOZ,2,1,This study,"Lo et al., 2018"
55-18-2,Okhotsk Sea,145.31,56.34,,6.2,0.3,0.51,0.02,0.01,0,0.45,0,0.89,0.08,0.03,51028099,2269878,735954,350360,45571362,273873,8080952,741416,237808,0.04,0.37,1.24,0.13,-0.53,8.29,0.12,NIOZ,2,1,This study,"Lo et al., 2018"
55-23-2,Okhotsk Sea,146.51,53.01,,9.1,0.6,0.49,0.05,0.03,0,0.42,0.01,0.86,0.09,0.05,6167715,588582,338169,28035,5288812,102763,482022,51084,25699,0.15,0.44,1.33,0.18,-0.01,4.27,0.3,NIOZ,2,1,This study,"Lo et al., 2018"
55-25-2,Okhotsk Sea,146.51,52.56,,8.1,0.7,0.48,0.05,0.03,0,0.44,0.01,0.87,0.09,0.04,31699060,3339629,1711524,178387,29181372,505563,2747899,281567,120150,0.08,0.42,1.3,0.17,-0.04,4.51,0.28,NIOZ,2,1,This study,"Lo et al., 2018"
55-27-2,Okhotsk Sea,144.56,52,,5.3,0.3,0.5,0.02,0.01,0,0.47,0,0.93,0.06,0.01,11465981,357209,119766,67490,10690654,44937,2520965,162403,30144,0.05,0.39,1.16,0.08,-0.69,10.66,0.07,NIOZ,2,1,This study,"Lo et al., 2018"
55-30-2,Okhotsk Sea,144.94,52,,5.6,0.4,0.49,0.03,0.01,0,0.46,0,0.91,0.07,0.01,77482390,4815553,1663898,528509,72608169,619895,12744260,1039533,205653,0.04,0.37,1.17,0.1,-0.46,8.15,0.14,NIOZ,2,1,This study,"Lo et al., 2018"
55-34-2,Okhotsk Sea,147.87,48.81,,7.1,1.5,0.48,0.05,0.02,0,0.44,0.01,0.89,0.08,0.03,41473737,4011058,1959745,242591,37947539,563834,3947095,367222,137450,0.04,0.41,1.27,0.14,-0.11,4.91,0.26,NIOZ,2,1,This study,"Lo et al., 2018"
55-36-2,Okhotsk Sea,146.36,48.58,,6.6,0.7,0.47,0.04,0.02,0,0.46,0.01,0.89,0.08,0.03,65398822,6260777,2868871,415041,64029027,899869,7513325,694921,212118,0.04,0.4,1.23,0.13,-0.18,5.68,0.23,NIOZ,2,1,This study,"Lo et al., 2018"
55-44-2,Okhotsk Sea,145.16,47.52,,5.5,0.5,0.5,0.02,0.01,0,0.47,0,0.93,0.06,0.01,27088942,929367,302719,143241,25183444,117714,5296084,335562,59481,0.15,0.38,1.15,0.08,-0.66,9.57,0.08,NIOZ,2,1,This study,"Lo et al., 2018"
55-46-2,Okhotsk Sea,144.54,45.51,,6.6,1.1,0.49,0.03,0.01,0,0.47,0,0.93,0.06,0.02,35530289,1872696,730017,170672,33631527,249076,4654652,290183,77628,0.06,0.38,1.21,0.09,-0.44,6.51,0.15,NIOZ,2,1,This study,"Lo et al., 2018"
55-47-2,Okhotsk Sea,144.47,45.52,,6.6,1.1,0.52,0.03,0.01,0,0.44,0,0.93,0.06,0.02,66389030,3619308,1172386,310876,56647718,412572,8365159,530267,137574,0.07,0.34,1.21,0.09,-0.44,6.57,0.14,NIOZ,2,1,This study,"Lo et al., 2018"
HCC_1_0-1A,Tropical Atlantic,-30.56,15.02,5500,24.9,19.7,0.28,0.07,0.08,0.01,0.52,0.04,0.69,0.18,0.13,3336025,832339,959278,60588,6151495,522249,68609,18117,12531,0,0.65,1.41,0.44,0.6,0.83,0.63,NIOZ,2,1,This study,
